SCHOOL,DISTRICT,SCH_TYPE,LOW_GRADE,HIGH_GRD,TYPE_DESC,SCH_CAT,CHARTER,FULL_ADDR,PHYS_COUNT,CESA,DPI_KEY,DIST_CODE,SCH_CODE,UNIQUE,NCES_DIST,NCES_SCH,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"Wausaukee El",Wausaukee,"Elementary School",K4,6,"Public school",Regular,No,"N11941 US Highway 141  Wausaukee WI  54177-9300",Marinette,8,11255,6230,80,62300080,5515930,02067,45.383307,-87.876231,1,place,,,Wausaukee,WI,"Marinette County",54177,US,"TIGER/Line® dataset from the US Census Bureau"
"Wausaukee Hi",Wausaukee,"High School",9,12,"Public school",Regular,No,"N11941 US Highway 141  Wausaukee WI  54177-9300",Marinette,8,11256,6230,100,62300100,5515930,02068,45.383307,-87.876231,1,place,,,Wausaukee,WI,"Marinette County",54177,US,"TIGER/Line® dataset from the US Census Bureau"
"Wausaukee Jr",Wausaukee,"Junior High School",7,8,"Public school",Regular,No,"N11941 US Highway 141  Wausaukee WI  54177-9300",Marinette,8,11257,6230,120,62300120,5515930,02069,45.383307,-87.876231,1,place,,,Wausaukee,WI,"Marinette County",54177,US,"TIGER/Line® dataset from the US Census Bureau"
"Wautoma Hi","Wautoma Area","High School",9,12,"Public school",Regular,No,"514 S Cambridge St  Wautoma WI  54982",Waushara,5,18326,6237,140,62370140,5515960,02074,44.07048,-89.297337,0.9,range_interpolation,514,"S Cambridge St",Wautoma,WI,"Waushara County",54982,US,"TIGER/Line® dataset from the US Census Bureau"
"Wauwatosa Montessori Sch",Wauwatosa,"Elementary School",K4,8,"Public school",Regular,No,"12121 W North Ave  Wauwatosa WI  53226-2096",Milwaukee,1,00693,6244,110,62440110,5515990,02884,43.059337,-88.063961,1,rooftop,12121,"W North Ave",Milwaukee,WI,"Milwaukee County",53226,US,Milwaukee
"Wauwatosa STEM",Wauwatosa,"Elementary School",KG,5,"Public school",Regular,Charter,"1060 N Glenview Ave  Wauwatosa WI  53213-3097",Milwaukee,1,00289,6244,150,62440150,5515990,02728,43.043584,-88.01277,1,rooftop,1060,"N Glenview Ave",Milwaukee,WI,"Milwaukee County",53213,US,Milwaukee
"Wauwatosa Virtual Acad",Wauwatosa,"High School",6,12,"Public school",Regular,Charter,"12121 W North Ave  Wauwatosa WI  53226-2096",Milwaukee,1,00779,6244,430,62440430,5515990,02921,43.059337,-88.063961,1,rooftop,12121,"W North Ave",Milwaukee,WI,"Milwaukee County",53226,US,Milwaukee
"Wauzeka El",Wauzeka-Steuben,"Elementary School",K4,5,"Public school",Regular,No,"301 E Main St  Wauzeka WI  53826-9671",Crawford,3,09192,6251,20,62510020,5516020,02094,43.085077,-90.883063,1,range_interpolation,301,"E Main St",Wauzeka,WI,"Crawford County",53826,US,"TIGER/Line® dataset from the US Census Bureau"
"Wauzeka Hi",Wauzeka-Steuben,"High School",9,12,"Public school",Regular,No,"301 E Main St  Wauzeka WI  53826-9671",Crawford,3,09193,6251,40,62510040,5516020,02095,43.085077,-90.883063,1,range_interpolation,301,"E Main St",Wauzeka,WI,"Crawford County",53826,US,"TIGER/Line® dataset from the US Census Bureau"
"Wauzeka Mid",Wauzeka-Steuben,"Middle School",6,8,"Public school",Regular,No,"301 E Main St  Wauzeka WI  53826-9671",Crawford,3,00331,6251,250,62510250,5516020,02738,43.085077,-90.883063,1,range_interpolation,301,"E Main St",Wauzeka,WI,"Crawford County",53826,US,"TIGER/Line® dataset from the US Census Bureau"
WAVE,Wausau,"High School",6,12,"Public school",Regular,Charter,"415 Seymour St  Wausau WI  54403-6267",Marathon,9,01438,6223,800,62230800,5515900,03027,44.953563,-89.62168,1,rooftop,415,"Seymour St",Wausau,WI,"Marathon County",54403,US,Marathon
"Wayne Bartels Mid","Portage Community","Middle School",6,8,"Public school",Regular,No,"2505 New Pinery Rd  Portage WI  53901-1108",Columbia,5,09211,4501,160,45010160,5512060,02283,43.55891,-89.467221,1,rooftop,2505,"New Pinery Rd",Portage,WI,"Columbia County",53901,US,Columbia
"W-C Virtual Acad","Wonewoc-Union Center","Combined Elementary/Secondary School",KG,12,"Public school",Regular,Charter,"101 School Rd  Wonewoc WI  53968",Juneau,4,01541,6713,850,67130850,5517130,03059,43.662511,-90.222925,1,rooftop,101,"School Rd",Wonewoc,WI,"Juneau County",53968,US,Statewide
"Webb Mid",Reedsburg,"Middle School",6,8,"Public school",Regular,No,"707 N Webb Ave  Reedsburg WI  53959-1142",Sauk,5,09834,4753,100,47530100,5512660,01665,43.539783,-90.009764,1,range_interpolation,707,"N Webb Ave",Reedsburg,WI,"Sauk County",53959,US,"TIGER/Line® dataset from the US Census Bureau"
"Webster El","Green Bay Area Public","Elementary School",K4,5,"Public school",Regular,No,"2101 S Webster Ave  Green Bay WI  54301-2258",Brown,7,11778,2289,680,22890680,5505820,00642,44.48318,-88.022101,1,rooftop,2101,"S Webster Ave","Green Bay",WI,"Brown County",54301,US,Brown
"Webster El","Watertown Unified","Elementary School",PK,5,"Public school",Regular,No,"634 S 12th St  Watertown WI  53094-4927",Jefferson,2,02393,6125,160,61250160,5515750,02003,43.184573,-88.713885,1,rooftop,634,"S 12th St",Watertown,WI,"Jefferson County",53094,US,Statewide
"Webster El",Webster,"Elementary School",K4,4,"Public school",Regular,No,"7364 Alder St E  Webster WI  54893",Burnett,11,17087,6293,60,62930060,5516230,02098,45.874799,-92.362676,1,rooftop,7364,"Alder St E",Webster,WI,"Burnett County",54893,US,Burnett
"Webster Hi",Webster,"High School",9,12,"Public school",Regular,No,"7564 Alder St W  Webster WI  54893",Burnett,11,17088,6293,80,62930080,5516230,02099,45.875618,-92.374042,1,rooftop,7564,"Alder St W",Webster,WI,"Burnett County",54893,US,Burnett
"Webster Mid",Cedarburg,"Middle School",6,8,"Public school",Regular,No,"W75N624 Wauwatosa Rd  Cedarburg WI  53012-1732",Ozaukee,1,00930,1015,100,10150100,5502460,00273,43.299908,-88.004223,0.9,range_interpolation,75,"Wauwatosa Rd",Cedarburg,WI,"Ozaukee County",53012,US,"TIGER/Line® dataset from the US Census Bureau"
"Webster Mid",Webster,"Middle School",5,8,"Public school",Regular,No,"7564 Alder St W  Webster WI  54893",Burnett,11,17089,6293,100,62930100,5516230,02100,45.875618,-92.374042,1,rooftop,7564,"Alder St W",Webster,WI,"Burnett County",54893,US,Burnett
"Webster Stanley El","Oshkosh Area","Elementary School",K4,5,"Public school",Regular,No,"915 Hazel St  Oshkosh WI  54901-4057",Winnebago,6,17163,4179,520,41790520,5511190,02309,44.028471,-88.522726,1,rooftop,915,"Hazel St",Oshkosh,WI,"Winnebago County",54901,US,Winnebago
"Webster Stanley Mid","Oshkosh Area","Middle School",6,8,"Public school",Regular,No,"915 Hazel St  Oshkosh WI  54901-4057",Winnebago,6,17162,4179,500,41790500,5511190,01504,44.028471,-88.522726,1,rooftop,915,"Hazel St",Oshkosh,WI,"Winnebago County",54901,US,Winnebago
"Wedgewood Park Sch",Milwaukee,"Middle School",6,8,"Public school",Regular,No,"6506 W Warnimont Ave  Milwaukee WI  53220-1344",Milwaukee,1,00335,3619,204,36190204,5509600,02737,42.979498,-87.994825,1,rooftop,6506,"W Warnimont Ave",Milwaukee,WI,"Milwaukee County",53220,US,"City of Milwaukee"
"Wequiock El","Green Bay Area Public","Elementary School",K4,5,"Public school",Regular,No,"3994 Wequiock Rd  Green Bay WI  54311-9724",Brown,7,12059,2289,700,22890700,5505820,00643,44.588616,-87.868952,1,rooftop,3994,"Wequiock Rd","Green Bay",WI,"Brown County",54311,US,Brown
"West Bend School District 4K","West Bend","Elementary School",K4,0,"Public school",Regular,No,"735 S Main St  West Bend WI  53095-3939",Washington,6,01481,6307,120,63070120,5516290,03035,43.414063,-88.18046,1,rooftop,735,"S Main St","West Bend",WI,"Washington County",53095,US,Statewide
"West De Pere Hi","West De Pere","High School",9,12,"Public school",Regular,No,"665 Grant St  De Pere WI  54115-1367",Brown,7,10515,6328,120,63280120,5516320,02138,44.443717,-88.079173,1,rooftop,665,"Grant St","De Pere",WI,"Brown County",54115,US,Brown
"West De Pere Mid","West De Pere","Middle School",6,8,"Public school",Regular,No,"1177 S 9th St  De Pere WI  54115-3822",Brown,7,10514,6328,110,63280110,5516320,00545,44.439359,-88.093519,1,rooftop,1177,"S 9th St","De Pere",WI,"Brown County",54115,US,Statewide
"West El","Antigo Unified","Elementary School",PK,5,"Public school",Regular,No,"1232 7th Ave  Antigo WI  54409-1305",Langlade,9,12394,0140,280,01400280,5500360,00046,45.138373,-89.164753,1,rooftop,1232,"7th Ave",Antigo,WI,"Langlade County",54409,US,Statewide
"West El",Jefferson,"Elementary School",KG,5,"Public school",Regular,No,"900 W Milwaukee St  Jefferson WI  53549-1440",Jefferson,2,06726,2702,85,27020085,5507050,00780,43.0047,-88.825,1,rooftop,900,"W Milwaukee St",Jefferson,WI,"Jefferson County",53549,US,Jefferson
"West El",Milton,"Elementary School",K4,3,"Public school",Regular,No,"825 W Madison Ave  Milton WI  53563-1099",Rock,2,06988,3612,140,36120140,5509570,01120,42.783844,-88.966534,1,rooftop,825,"W Madison Ave",Milton,WI,"Rock County",53563,US,Statewide
"West El-KG Ctr",Baraboo,"Elementary School",K4,0,"Public school",Regular,No,"707 Center St  Baraboo WI  53913-2000",Sauk,5,00066,0280,120,02800120,5500810,02587,43.47222,-89.749399,1,rooftop,707,"Center St",Baraboo,WI,"Sauk County",53913,US,Sauk
"West Hi","Appleton Area","High School",9,12,"Public school",Regular,No,"610 N Badger Ave  Appleton WI  54914-4198",Outagamie,6,17448,0147,40,01470040,5500390,00048,44.268587,-88.4285,1,rooftop,610,"N Badger Ave",Appleton,WI,"Outagamie County",54914,US,Outagamie
"West Hi","Green Bay Area Public","High School",9,12,"Public school",Regular,No,"966 Shawano Ave  Green Bay WI  54303-2999",Brown,7,11890,2289,720,22890720,5505820,00644,44.521203,-88.03332,1,rooftop,966,"Shawano Ave","Green Bay",WI,"Brown County",54303,US,Brown
"West Hi","Madison Metropolitan","High School",9,12,"Public school",Regular,No,"30 Ash St  Madison WI  53726-3995",Dane,2,07982,3269,840,32690840,5508520,00967,43.068772,-89.427103,1,rooftop,30,"Ash St",Madison,WI,"Dane County",53726,US,Statewide
"West Hi","Oshkosh Area","High School",9,12,"Public school",Regular,No,"375 N Eagle St  Oshkosh WI  54902-4224",Winnebago,6,17155,4179,300,41790300,5511190,01496,44.022859,-88.572512,1,rooftop,375,"N Eagle St",Oshkosh,WI,"Winnebago County",54902,US,Winnebago
"West Hi",Waukesha,"High School",9,12,"Public school",Regular,No,"3301 Saylesville Rd  Waukesha WI  53189-6600",Waukesha,1,04113,6174,560,61740560,5515780,00528,42.967969,-88.279269,1,rooftop,3301,"Saylesville Rd",Waukesha,WI,"Waukesha County",53189,US,Waukesha
"West Hi",Wausau,"High School",9,12,"Public school",Regular,No,"1200 W Wausau Ave  Wausau WI  54401-2898",Marathon,9,12147,6223,380,62230380,5515900,02064,44.975463,-89.650657,1,rooftop,1200,"W Wausau Ave",Wausau,WI,"Marathon County",54401,US,Marathon
"West Hi",Wauwatosa,"High School",9,12,"Public school",Regular,No,"11400 W Center St  Wauwatosa WI  53222-4213",Milwaukee,1,05358,6244,280,62440280,5515990,02091,43.06833,-88.0554,1,rooftop,11400,"W Center St",Milwaukee,WI,"Milwaukee County",53222,US,Milwaukee
"West Hi","West Bend","High School",9,12,"Public school",Regular,No,"1305 E Decorah Rd  West Bend WI  53095-4399",Washington,6,02466,6307,200,63070200,5516290,02135,43.410949,-88.16354,1,rooftop,1305,"E Decorah Rd","West Bend",WI,"Washington County",53095,US,Washington
"West Middleton El","Middleton-Cross Plains Area","Elementary School",PK,4,"Public school",Regular,No,"7627 W Mineral Point Rd  Verona WI  53593-9667",Dane,2,07577,3549,160,35490160,5509510,01113,43.058687,-89.579136,1,rooftop,7627,"W Mineral Point Rd",Verona,WI,"Dane County",53593,US,Dane
"West Milwaukee Intermediate","West Allis-West Milwaukee","Middle School",6,8,"Public school",Regular,No,"5104 W Greenfield Ave  West Milwaukee WI  53214-5341",Milwaukee,1,04988,6300,120,63000120,5516260,02106,43.017357,-87.97724,1,rooftop,5104,"W Greenfield Ave",Milwaukee,WI,"Milwaukee County",53214,US,Milwaukee
"West Ridge El","Racine Unified","Elementary School",K4,5,"Public school",Regular,No,"1347 S Emmertsen Rd  Racine WI  53406-4499",Racine,1,05896,4620,164,46200164,5512360,01646,42.716815,-87.855437,1,range_interpolation,1347,"S Emmertsen Rd",Racine,WI,"Racine County",53406,US,"TIGER/Line® dataset from the US Census Bureau"
"West Salem El","West Salem","Elementary School",K4,4,"Public school",Regular,No,"475 N Mark St  West Salem WI  54669-1224","La Crosse",4,15099,6370,60,63700060,5516350,02140,43.903796,-91.074843,1,range_interpolation,475,"N Mark St","West Salem",WI,"La Crosse County",54669,US,"TIGER/Line® dataset from the US Census Bureau"
"West Salem Hi","West Salem","High School",9,12,"Public school",Regular,No,"490 N Mark St  West Salem WI  54669-1224","La Crosse",4,15100,6370,80,63700080,5516350,02141,43.902114,-91.074976,1,range_interpolation,490,"N Mark St","West Salem",WI,"La Crosse County",54669,US,"TIGER/Line® dataset from the US Census Bureau"
"West Salem Mid","West Salem","Middle School",5,8,"Public school",Regular,No,"440 East Ave  West Salem WI  54669","La Crosse",4,15101,6370,100,63700100,5516350,02324,43.902689,-91.080222,1,rooftop,440,"East Ave","West Salem",WI,"La Crosse County",54669,US,"La Crosse"
"West Side El","Elkhorn Area","Elementary School",K4,5,"Public school",Regular,No,"222 Sunset Dr  Elkhorn WI  53121-1220",Walworth,2,02820,1638,100,16380100,5504290,00462,42.675392,-88.552098,1,range_interpolation,222,"Sunset Dr",Elkhorn,WI,"Walworth County",53121,US,"TIGER/Line® dataset from the US Census Bureau"
"West Side El",Mauston,"Elementary School",K4,2,"Public school",Regular,No,"708 Loomis Dr  Mauston WI  53948-1500",Juneau,5,09632,3360,80,33600080,5508850,01027,43.796458,-90.08714,1,rooftop,708,"Loomis Dr",Mauston,WI,"Juneau County",53948,US,Statewide
"West Side El",Reedsburg,"Elementary School",K4,3,"Public school",Regular,No,"401 Alexander Ave  Reedsburg WI  53959-1592",Sauk,5,09836,4753,160,47530160,5512660,01668,43.529405,-90.024827,1,rooftop,401,"Alexander Ave",Reedsburg,WI,"Sauk County",53959,US,Sauk
"Westby El","Westby Area","Elementary School",K4,4,"Public school",Regular,No,"122 Nelson St  Westby WI  54667",Vernon,4,15078,6321,180,63210180,5516410,02145,43.647993,-90.864704,1,rooftop,122,"Nelson St",Westby,WI,"Vernon County",54667,US,Vernon
"Westby Hi","Westby Area","High School",9,12,"Public school",Regular,No,"206 West Ave S  Westby WI  54667",Vernon,4,15079,6321,200,63210200,5516410,02146,43.650474,-90.863262,1,rooftop,206,"West Ave S",Westby,WI,"Vernon County",54667,US,Vernon
"Westby Mid","Westby Area","Middle School",5,8,"Public school",Regular,No,"206 West Ave S  Westby WI  54667",Vernon,4,30741,6321,160,63210160,5516410,01207,43.650474,-90.863262,1,rooftop,206,"West Ave S",Westby,WI,"Vernon County",54667,US,Vernon
"Westfield Area Hi",Westfield,"High School",9,12,"Public school",Regular,No,"N7046 County Road M  Westfield WI  53964-8066",Marquette,5,09910,6335,100,63350100,5516440,02151,43.848698,-89.478459,1,place,,,Westfield,WI,"Marquette County",53964,US,"TIGER/Line® dataset from the US Census Bureau"
"Westfield Area Mid",Westfield,"Middle School",7,8,"Public school",Regular,No,"N7046 County Road M  Westfield WI  53964-8066",Marquette,5,71846,6335,200,63350200,5516440,02535,43.848698,-89.478459,1,place,,,Westfield,WI,"Marquette County",53964,US,"TIGER/Line® dataset from the US Census Bureau"
"Westfield El",Westfield,"Elementary School",K4,6,"Public school",Regular,No,"329 Hawk Ln  Westfield WI  53964-9181",Marquette,5,09909,6335,80,63350080,5516440,02150,43.884359,-89.486912,1,rooftop,329,"Hawk Ln",Westfield,WI,"Marquette County",53964,US,Statewide
"Westlawn El",Cedarburg,"Elementary School",K4,5,"Public school",Regular,No,"W64N319 Madison Ave  Cedarburg WI  53012-2399",Ozaukee,1,00928,1015,75,10150075,5502460,02403,43.286563,-87.990484,1,range_interpolation,64,"Madison Ave",Cedarburg,WI,"Ozaukee County",53012,US,"TIGER/Line® dataset from the US Census Bureau"
"Weston El","D C Everest Area","Elementary School",K4,5,"Public school",Regular,No,"5200 Camp Phillips Rd  Weston WI  54476-2699",Marathon,9,13127,4970,120,49700120,5513170,01741,44.910471,-89.569853,1,rooftop,5200,"Camp Phillips Rd",Schofield,WI,"Marathon County",54476,US,Marathon
"Weston El",Weston,"Elementary School",K4,5,"Public school",Regular,No,"E2511 County Road S  Cazenovia WI  53924-9402",Sauk,3,09470,6354,160,63540160,5516470,00548,43.46358,-90.28225,1,place,,,Cazenovia,WI,"Richland County",53924,US,"TIGER/Line® dataset from the US Census Bureau"
"Weston Hi",Weston,"High School",9,12,"Public school",Regular,No,"E2511 County Road S  Cazenovia WI  53924-9402",Sauk,3,09468,6354,100,63540100,5516470,02155,43.46358,-90.28225,1,place,,,Cazenovia,WI,"Richland County",53924,US,"TIGER/Line® dataset from the US Census Bureau"
"Weston Mid",Weston,"Middle School",6,8,"Public school",Regular,No,"E2511 County Road S  Cazenovia WI  53924-9402",Sauk,3,09469,6354,120,63540120,5516470,02156,43.46358,-90.28225,1,place,,,Cazenovia,WI,"Richland County",53924,US,"TIGER/Line® dataset from the US Census Bureau"
"Westside Acad",Milwaukee,"Elementary School",K3,5,"Public school",Regular,No,"1940 N 36th St  Milwaukee WI  53208-1927",Milwaukee,1,48851,3619,130,36190130,5509600,01512,43.055814,-87.957866,1,rooftop,1940,"N 36th St",Milwaukee,WI,"Milwaukee County",53208,US,"City of Milwaukee"
"Westside El","Kimberly Area","Elementary School",KG,4,"Public school",Regular,No,"746 W 3rd St  Kimberly WI  54136-1309",Outagamie,6,10785,2835,110,28350110,5507470,00851,44.267932,-88.345045,1,rooftop,746,"W 3rd St",Kimberly,WI,"Outagamie County",54136,US,Outagamie
"Westside El","River Falls","Elementary School",KG,5,"Public school",Regular,No,"1007 W Pine St  River Falls WI  54022-2091",Pierce,11,10273,4893,100,48930100,5513050,01725,44.860915,-92.637812,1,rooftop,1007,"W Pine St","River Falls",WI,"Pierce County",54022,US,Pierce
"Westside El","Sun Prairie Area","Elementary School",PK,5,"Public school",Regular,No,"1320 Buena Vista Dr  Sun Prairie WI  53590-1896",Dane,2,07527,5656,140,56560140,5514640,01904,43.181949,-89.235719,1,rooftop,1320,"Buena Vista Dr","Sun Prairie",WI,"Dane County",53590,US,Dane
"Westview El",Platteville,"Elementary School",1,4,"Public school",Regular,No,"1201 W Camp St  Platteville WI  53818",Grant,3,09019,4389,120,43890120,5511850,01555,42.741608,-90.493648,1,rooftop,1201,"Camp St",Platteville,WI,"Grant County",53818,US,Statewide
"Westwood El","West De Pere","Elementary School",K4,5,"Public school",Regular,No,"1155 Westwood Dr  De Pere WI  54115-1098",Brown,7,10516,6328,140,63280140,5516320,02139,44.435557,-88.091459,1,rooftop,1155,"Westwood Dr","De Pere",WI,"Brown County",54115,US,Brown
"Weyauwega El",Weyauwega-Fremont,"Elementary School",K4,5,"Public school",Regular,No,"400 E Ann St  Weyauwega WI  54983",Waupaca,6,18357,6384,80,63840080,5516500,02158,44.323797,-88.927719,1,rooftop,400,"E Ann St",Weyauwega,WI,"Waupaca County",54983,US,Waupaca
"Weyauwega Hi",Weyauwega-Fremont,"High School",9,12,"Public school",Regular,No,"500 E Ann St  Weyauwega WI  54983",Waupaca,6,18358,6384,100,63840100,5516500,02159,44.323989,-88.925032,1,rooftop,500,"E Ann St",Weyauwega,WI,"Waupaca County",54983,US,Waupaca
"Weyauwega Mid",Weyauwega-Fremont,"Middle School",6,8,"Public school",Regular,No,"410 E Ann St  Weyauwega WI  54983",Waupaca,6,18359,6384,120,63840120,5516500,02160,44.323899,-88.926767,1,rooftop,410,"E Ann St",Weyauwega,WI,"Waupaca County",54983,US,Waupaca
"Wheatland Center El","Wheatland J1","Elementary School",K4,8,"Public school",Regular,No,"6606 368th Ave  Burlington WI  53105-8583",Kenosha,2,02589,6412,20,64120020,5516560,02163,42.575423,-88.256974,1,rooftop,6606,"368th Ave",Burlington,WI,"Kenosha County",53105,US,Kenosha
"White Lake El","White Lake","Elementary School",K4,6,"Public school",Regular,No,"405 Bissell St  White Lake WI  54491",Langlade,8,13411,6440,20,64400020,5516590,02164,45.155768,-88.764666,1,rooftop,405,"Bissell St","White Lake",WI,"Langlade County",54491,US,Statewide
